,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
663,,,[ 96.43476252  47.36704615],,,[ 166.69112582   65.84597232],,,,,,,,,,,,,,,,,,,[ 166.92817838   31.8768987 ],,,,,,,,,,,,,,,,,[ 170.72606644   67.39297634],,,,,,,,,,[ 157.71889206   30.71623592],,[ 162.37153267   30.74929583],,,,,,,,[ 83.67219554  71.99773098],,,,,,,,,,,,,,,,,[ 93.32891805  50.05048486],,,,,,,,,,,,[ 170.71638689   29.51017156],,,,,,,,,
664,,,[ 96.59460479  47.33252492],,,[ 167.25881937   66.00198728],,,,,,,,,,,,,,,,,,,[ 167.38601947   31.781696  ],,,,,,,,,,,,,,,,,[ 170.99435786   67.46269362],,,,,,,,,,[ 158.08144005   30.66722089],,[ 162.70499682   30.69834547],,,,,,,,[ 83.82149267  72.00158415],,,,,,,,,,,,,,,,,[ 93.47895115  50.0152513 ],,,,,,,,,,,,[ 171.0125573    29.46455631],,,,,,,,,
665,,,[ 96.75444707  47.29800369],,,[ 167.49371045   66.06654063],,,,,,,,,,,,,,,,,,,[ 167.38601947   32.17275701],,,,,,,,,,,,,,,,,[ 171.26264928   67.53241091],,,,,,,,,,[ 158.44398804   30.61820586],,[ 163.03846097   30.64739511],,,,,,,,[ 83.9707898   72.00543731],,,,,,,,,,,,,,,,,[ 93.62898424  49.98001775],,,,,,,,,,,,[ 171.3087277    29.41894106],,,,,,,,,
666,,,[ 96.91428934  47.26348246],,,[ 167.72860154   66.13109398],,,,,,,,,,,,,,,,,,,[ 167.83936046   32.07305422],,,,,,,,,,,,,,,,,[ 171.53094069   67.60212819],,,,,,,,,,[ 158.80653603   30.56919083],,[ 163.37192512   30.59644474],,,,,,,,[ 84.12008694  72.00929048],,,,,,,,,,,,,,,,,[ 93.77901734  49.94478419],,,,,,,,,,,,[ 171.60489811   29.37332581],,,,,,,,,
667,,,[ 97.07413162  47.22896123],,,[ 167.96349262   66.19564733],,,,,,,,,,,,,,,,,,,[ 168.29270146   31.97335143],,,,,,,,,,,,,,,,,[ 171.79923211   67.67184548],,,,,,,,,,[ 159.16908402   30.5201758 ],,[ 163.70538928   30.54549438],,,,,,,,[ 84.26938407  72.01314364],,,,,,,,,,,,,,,,,[ 93.92905043  49.90955063],,,,,,,,,,,,[ 171.90106851   29.32771056],,,,,,,,,
668,,,[ 97.23397389  47.19444   ],,,[ 168.1983837    66.26020068],,,,,,,,,,,,,,,,,,,[ 168.74604246   31.87364864],,,,,,,,,,,,,,,,,[ 172.06752353   67.74156276],,,,,,,,,,[ 159.53163201   30.47116076],,[ 164.03885343   30.49454402],,,,,,,,[ 84.4186812   72.01699681],,,,,,,,,,,,,,,,,[ 94.07908352  49.87431707],,,,,,,,,,,,[ 172.19723892   29.28209531],,,,,,,,,
669,,,[ 97.39381617  47.15991876],,,[ 168.43327478   66.32475404],,,,,,,,,,,,,,,,,,,[ 169.13710347   31.87364864],,,,,,,,,,,,,,,,,[ 172.33581494   67.81128004],,,,,,,,,,[ 159.89418      30.42214573],,[ 164.37231758   30.44359365],,,,,,,,[ 84.56797833  72.02084997],,,,,,,,,,,,,,,,,[ 94.22911662  49.83908351],,,,,,,,,,,,[ 172.49340932   29.23648006],,,,,,,,,
670,,,[ 97.55365844  47.12539753],,,[ 168.66816587   66.38930739],,,,,,,,,,,,,,,,,,,[ 169.52816448   32.26470965],,,,,,,,,,,,,,,,,[ 172.60410636   67.88099733],,,,,,,,,,[ 160.256728    30.3731307],,[ 164.70578173   30.39264329],,,,,,,,[ 84.71727546  72.02470314],,,,,,,,,,,,,,,,,[ 94.37914971  49.80384996],,,,,,,,,,,,[ 172.78957973   29.19086481],,,,,,,,,
671,,,[ 97.71350072  47.0908763 ],,,[ 168.90305695   66.45386074],,,,,,,,,,,,,,,,,,,[ 169.97474112   32.1582425 ],,,,,,,,,,,,,,,,,[ 172.87239778   67.95071461],,,,,,,,,,[ 160.61927599   30.32411567],,[ 165.03924589   30.34169293],,,,,,,,[ 84.86657259  72.0285563 ],,,,,,,,,,,,,,,,,[ 94.5291828  49.7686164],,,,,,,,,,,,[ 173.08575013   29.14524956],,,,,,,,,
672,,,[ 97.87334299  47.05635507],,,[ 169.13794803   66.51841409],,,,,,,,,,,,,,,,,,,[ 170.36580213   32.1582425 ],,,,,,,,,,,,,,,,,[ 173.14068919   68.0204319 ],,,,,,,,,,[ 160.98182398   30.27510064],,[ 165.37271004   30.29074257],,,,,,,,[ 85.01586972  72.03240946],,,,,,,,,,,,,,,,,[ 94.6792159   49.73338284],,,,,,,,,,,,[ 173.38192054   29.09963431],,,,,,,,,
673,,,[ 98.03318527  47.02183384],,,[ 169.37283912   66.58296744],,,,,,,,,,,,,,,,,,,[ 170.36580213   32.1582425 ],,,,,,,,,,,,,,,,,[ 173.40898061   68.09014918],,,,,,,,,,[ 161.34437197   30.2260856 ],,[ 165.70617419   30.2397922 ],,,,,,,,[ 85.16516686  72.03626263],,,,,,,,,,,,,,,,,[ 95.17282756  49.61746378],,,,,,,,,,,,[ 173.67809094   29.05401906],,,,,,,,,
674,,,[ 98.19302754  46.98731261],,,[ 169.6077302    66.64752079],,,,,,,,,,,,,,,,,,,[ 170.81124714   32.05064372],,,,,,,,,,,,,,,,,[ 173.67727202   68.15986647],,,,,,,,,,[ 161.34437197   29.9350666 ],,[ 166.03963834   30.18884184],,,,,,,,[ 85.31446399  72.04011579],,,,,,,,,,,,,,,,,[ 95.32286065  49.58223022],,,,,,,,,,,,[ 173.97426135   29.00840381],,,,,,,,,
675,,,[ 98.35286982  46.95279138],,,[ 170.17542375   66.80353575],,,,,,,,,,,,,,,,,,,[ 170.42018613   32.44170474],,,,,,,,,,,,,,,,,[ 173.94556344   68.22958375],,,,,,,,,,[ 161.7093404   29.888472 ],,[ 166.3731025    30.13789148],,,,,,,,[ 85.46376112  72.04396896],,,,,,,,,,,,,,,,,[ 95.47289375  49.54699667],,,,,,,,,,,,[ 174.27043175   28.96278856],,,,,,,,,
676,,,[ 98.51271209  46.91827014],,,[ 170.41031483   66.8680891 ],,,,,,,,,,,,,,,,,,,[ 170.86206244   32.33053727],,,,,,,,,,,,,,,,,[ 174.21385486   68.29930104],,,,,,,,,,[ 162.07430882   29.8418774 ],,[ 166.70656665   30.08694111],,,,,,,,[ 85.61305825  72.04782212],,,,,,,,,,,,,,,,,[ 95.62292684  49.51176311],,,,,,,,,,,,[ 174.56660216   28.91717331],,,,,,,,,
677,,,[ 98.67255437  46.88374891],,,[ 170.64520592   66.93264245],,,,,,,,,,,,,,,,,,,[ 171.30393876   32.2193698 ],,,,,,,,,,,,,,,,,[ 174.48214627   68.36901832],,,,,,,,,,[ 162.43927724   29.7952828 ],,[ 167.0400308    30.03599075],,,,,,,,[ 85.76235538  72.05167529],,,,,,,,,,,,,,,,,[ 95.77295993  49.47652955],,,,,,,,,,,,[ 174.86277256   28.87155806],,,,,,,,,
678,,,[ 98.83239664  46.84922768],,,[ 170.880097    66.9971958],,,,,,,,,,,,,,,,,,,[ 171.74581508   32.10820232],,,,,,,,,,,,,,,,,[ 174.75043769   68.4387356 ],,,,,,,,,,[ 162.80424567   29.7486882 ],,[ 167.37349495   29.98504039],,,,,,,,[ 85.91165251  72.05552845],,,,,,,,,,,,,,,,,[ 95.92299303  49.44129599],,,,,,,,,,,,[ 175.15894297   28.82594281],,,,,,,,,
679,,,[ 98.99223891  46.81470645],,,[ 171.11498808   67.06174916],,,,,,,,,,,,,,,,,,,[ 172.18769139   31.99703485],,,,,,,,,,,,,,,,,[ 175.01872911   68.50845289],,,,,,,,,,[ 163.16921409   29.70209361],,[ 167.70695911   29.93409003],,,,,,,,[ 86.06094965  72.05938161],,,,,,,,,,,,,,,,,[ 96.07302612  49.40606243],,,,,,,,,,,,[ 175.45511337   28.78032756],,,,,,,,,
680,,,[ 99.15208119  46.78018522],,,[ 171.34987916   67.12630251],,,,,,,,,,,,,,,,,,,[ 172.62956771   31.88586738],,,,,,,,,,,,,,,,,[ 175.28702052   68.57817017],,,,,,,,,,[ 163.53418252   29.65549901],,[ 168.04042326   29.88313966],,,,,,,,[ 86.21024678  72.06323478],,,,,,,,,,,,,,,,,[ 96.22305921  49.37082888],,,,,,,,,,,,[ 175.75128378   28.73471231],,,,,,,,,
681,,,[ 99.31192346  46.74566399],,,[ 171.58477025   67.19085586],,,,,,,,,,,,,,,,,,,[ 173.07144402   31.77469991],,,,,,,,,,,,,,,,,[ 175.55531194   68.64788746],,,,,,,,,,[ 163.89915094   29.60890441],,[ 168.37388741   29.8321893 ],,,,,,,,[ 86.35954391  72.06708794],,,,,,,,,,,,,,,,,[ 96.37309231  49.33559532],,,,,,,,,,,,[ 176.04745418   28.68909706],,,,,,,,,
682,,,[ 99.47176574  46.71114276],,,[ 171.81966133   67.25540921],,,,,,,,,,,,,,,,,,,[ 173.07144402   32.16576093],,,,,,,,,,,,,,,,,[ 175.82360336   68.71760474],,,,,,,,,,[ 164.26411937   29.56230981],,[ 168.70735156   29.78123894],,,,,,,,[ 86.50884104  72.07094111],,,,,,,,,,,,,,,,,[ 96.5231254   49.30036176],,,,,,,,,,,,[ 176.34362459   28.64348181],,,,,,,,,
683,,,[ 99.63160801  46.67662152],,,[ 172.05455241   67.31996256],,,,,,,,,,,,,,,,,,,[ 173.50825203   32.04952515],,,,,,,,,,,,,,,,,[ 176.09189477   68.78732203],,,,,,,,,,[ 164.62908779   29.51571521],,[ 169.04081572   29.73028858],,,,,,,,[ 86.65813817  72.07479427],,,,,,,,,,,,,,,,,[ 96.6731585  49.2651282],,,,,,,,,,,,[ 176.639795     28.59786656],,,,,,,,,
684,,,[ 99.79145029  46.64210029],,,[ 172.2894435    67.38451592],,,,,,,,,,,,,,,,,,,[ 173.94506004   31.93328936],,,,,,,,,,,,,,,,,[ 176.36018619   68.85703931],,,,,,,,,,[ 164.99405622   29.46912061],,[ 169.37427987   29.67933821],,,,,,,,[ 86.8074353   72.07864744],,,,,,,,,,,,,,,,,[ 96.82319159  49.22989464],,,,,,,,,,,,[ 176.9359654    28.55225131],,,,,,,,,
685,,,[ 99.95129256  46.60757906],,,[ 172.85713705   67.54053087],,,,,,,,,,,,,,,,,,,[ 174.38186804   31.81705358],,,,,,,,,,,,,,,,,[ 176.62847761   68.9267566 ],,,,,,,,,,[ 165.35902464   29.42252601],,[ 169.70774402   29.62838785],,,,,,,,[ 86.95673243  72.0825006 ],,,,,,,,,,,,,,,,,[ 96.97322468  49.19466109],,,,,,,,,,,,[ 177.23213581   28.50663606],,,,,,,,,
686,,,[ 100.11113484   46.57305783],,,[ 173.09202813   67.60508422],,,,,,,,,,,,,,,,,,,[ 174.81867605   31.7008178 ],,,,,,,,,,,,,,,,,[ 176.89676902   68.99647388],,,,,,,,,,[ 165.35902464   29.42252601],,[ 170.04120817   29.57743749],,,,,,,,[ 87.10602957  72.08635377],,,,,,,,,,,,,,,,,[ 97.12325778  49.15942753],,,,,,,,,,,,[ 177.52830621   28.46102081],,,,,,,,,
687,,,[ 100.27097711   46.5385366 ],,,[ 173.32691921   67.66963757],,,,,,,,,,,,,,,,,,,[ 174.81867605   32.09187881],,,,,,,,,,,,,,,,,[ 177.16506044   69.06619117],,,,,,,,,,[ 165.72399307   29.37593141],,[ 170.37467233   29.52648712],,,,,,,,[ 87.2553267   72.09020693],,,,,,,,,,,,,,,,,[ 97.27329087  49.12419397],,,,,,,,,,,,[ 177.82447662   28.41540555],,,,,,,,,
688,,,[ 100.43081939   46.50401537],,,[ 173.56181029   67.73419092],,,,,,,,,,,,,,,,,,,[ 175.25019116   31.97035014],,,,,,,,,,,,,,,,,[ 177.43335186   69.13590845],,,,,,,,,,[ 166.08896149   29.32933681],,[ 170.70813648   29.47553676],,,,,,,,[ 87.40462383  72.09406009],,,,,,,,,,,,,,,,,[ 97.42332396  49.08896041],,,,,,,,,,,,[ 178.12064702   28.3697903 ],,,,,,,,,
689,,,[ 100.59066166   46.46949413],,,[ 173.79670138   67.79874428],,,,,,,,,,,,,,,,,,,[ 175.68170627   31.84882147],,,,,,,,,,,,,,,,,[ 177.70164327   69.20562573],,,,,,,,,,[ 166.45392991   29.28274222],,[ 171.04160063   29.4245864 ],,,,,,,,[ 87.55392096  72.09791326],,,,,,,,,,,,,,,,,[ 97.57335706  49.05372685],,,,,,,,,,,,[ 178.41681743   28.32417505],,,,,,,,,
690,,,[ 100.75050394   46.4349729 ],,,[ 174.03159246   67.86329763],,,,,,,,,,,,,,,,,,,[ 176.11322139   31.72729279],,,,,,,,,,,,,,,,,[ 177.96993469   69.27534302],,,,,,,,,,[ 166.81889834   29.23614762],,[ 171.37506478   29.37363604],,,,,,,,[ 87.70321809  72.10176642],,,,,,,,,,,,,,,,,[ 97.72339015  49.0184933 ],,,,,,,,,,,,[ 178.71298783   28.2785598 ],,,,,,,,,
691,,,[ 100.91034621   46.40045167],,,[ 174.26648354   67.92785098],,,,,,,,,,,,,,,,,,,[ 176.5042824    31.72729279],,,,,,,,,,,,,,,,,[ 178.23822611   69.3450603 ],,,,,,,,,,[ 167.18386676   29.18955302],,[ 171.70852894   29.32268567],,,,,,,,[ 87.85251522  72.10561959],,,,,,,,,,,,,,,,,[ 97.87342324  48.98325974],,,,,,,,,,,,[ 179.00915824   28.23294455],,,,,,,,,
692,,,[ 101.07018849   46.36593044],,,[ 174.50137463   67.99240433],,,,,,,,,,,,,,,,,,,[ 176.11322139   32.11835381],,,,,,,,,,,,,,,,,[ 178.50651752   69.41477759],,,,,,,,,,[ 167.54883519   29.14295842],,[ 172.04199309   29.27173531],,,,,,,,[ 88.00181236  72.10947275],,,,,,,,,,,,,,,,,[ 98.02345634  48.94802618],,,,,,,,,,,,[ 179.30532864   28.1873293 ],,,,,,,,,
693,,,[ 101.23003076   46.33140921],,,[ 174.73626571   68.05695768],,,,,,,,,,,,,,,,,,,[ 176.53929389   31.99138253],,,,,,,,,,,,,,,,,[ 178.77480894   69.48449487],,,,,,,,,,[ 167.91380361   29.09636382],,[ 172.37545724   29.22078495],,,,,,,,[ 88.15110949  72.11332592],,,,,,,,,,,,,,,,,[ 98.17348943  48.91279262],,,,,,,,,,,,[ 179.60149905   28.14171405],,,,,,,,,
694,,,[ 101.38987304   46.29688798],,,[ 174.97115679   68.12151104],,,,,,,,,,,,,,,,,,,[ 176.9653664    31.86441125],,,,,,,,,,,,,,,,,[ 179.04310036   69.55421216],,,,,,,,,,[ 168.27877204   29.04976922],,[ 172.70892139   29.16983458],,,,,,,,[ 88.30040662  72.11717908],,,,,,,,,,,,,,,,,[ 98.32352253  48.87755907],,,,,,,,,,,,[ 179.89766945   28.0960988 ],,,,,,,,,
695,,,[ 101.54971531   46.26236675],,,[ 175.53885034   68.27752599],,,,,,,,,,,,,,,,,,,[ 177.39143891   31.73743997],,,,,,,,,,,,,,,,,[ 179.31139177   69.62392944],,,,,,,,,,[ 168.64374046   29.00317462],,[ 173.04238555   29.11888422],,,,,,,,[ 88.44970375  72.12103224],,,,,,,,,,,,,,,,,[ 98.47355562  48.84232551],,,,,,,,,,,,[ 180.19383986   28.05048355],,,,,,,,,
696,,,[ 101.70955759   46.22784551],,,[ 175.77374142   68.34207934],,,,,,,,,,,,,,,,,,,[ 177.81751141   31.61046869],,,,,,,,,,,,,,,,,[ 179.57968319   69.69364673],,,,,,,,,,[ 169.00870889   28.95658002],,[ 173.3758497    29.06793386],,,,,,,,[ 88.59900088  72.12488541],,,,,,,,,,,,,,,,,[ 98.62358871  48.80709195],,,,,,,,,,,,[ 180.49001026   28.0048683 ],,,,,,,,,
697,,,[ 101.86939986   46.19332428],,,[ 176.00863251   68.40663269],,,,,,,,,,,,,,,,,,,[ 178.24358392   31.48349741],,,,,,,,,,,,,,,,,[ 179.84797461   69.76336401],,,,,,,,,,[ 169.37367731   28.90998542],,[ 173.70931385   29.0169835 ],,,,,,,,[ 88.74829801  72.12873857],,,,,,,,,,,,,,,,,[ 98.77362181  48.77185839],,,,,,,,,,,,[ 180.78618067   27.95925305],,,,,,,,,
698,,,[ 102.02924213   46.15880305],,,[ 176.24352359   68.47118604],,,,,,,,,,,,,,,,,,,[ 178.66965643   31.35652613],,,,,,,,,,,,,,,,,[ 180.11626602   69.83308129],,,,,,,,,,[ 169.08265831   29.20100443],,[ 174.042778     28.96603313],,,,,,,,[ 88.89759514  72.13259174],,,,,,,,,,,,,,,,,[ 98.9236549   48.73662483],,,,,,,,,,,,[ 181.08235107   27.9136378 ],,,,,,,,,
699,,,[ 102.18908441   46.12428182],,,[ 176.47841467   68.5357394 ],,,,,,,,,,,,,,,,,,,[ 178.66965643   30.96546512],,,,,,,,,,,,,,,,,[ 180.38455744   69.90279858],,,,,,,,,,[ 169.44498843   29.15177153],,[ 174.37624216   28.91508277],,,,,,,,[ 89.04689228  72.1364449 ],,,,,,,,,,,,,,,,,[ 99.07368799  48.70139128],,,,,,,,,,,,[ 181.37852148   27.86802255],,,,,,,,,
700,,,[ 102.34892668   46.08976059],,,[ 176.71330576   68.60029275],,,,,,,,,,,,,,,,,,,[ 178.27859541   30.5744041 ],,,,,,,,,,,,,,,,,[ 180.65284885   69.97251586],,,,,,,,,,[ 169.80731855   29.10253863],,[ 174.70970631   28.86413241],,,,,,,,[ 89.19618941  72.14029807],,,,,,,,,,,,,,,,,[ 99.22372109  48.66615772],,,,,,,,,,,,[ 181.67469188   27.8224073 ],,,,,,,,,
701,,,[ 102.50876896   46.05523936],,,[ 176.94819684   68.6648461 ],,,,,,,,,,,,,,,,,,,[ 178.66965643   30.18334309],,,,,,,,,,,,,,,,,[ 180.92114027   70.04223315],,,,,,,,,,[ 170.16964867   29.05330572],,[ 174.70970631   28.86413241],,,,,,,,[ 89.34548654  72.14415123],,,,,,,,,,,,,,,,,[ 99.37375418  48.63092416],,,,,,,,,,,,[ 181.97086229   27.77679205],,,,,,,,,
702,,,[ 102.66861123   46.02071813],,,[ 177.18308792   68.72939945],,,,,,,,,,,,,,,,,,,[ 179.06071744   30.18334309],,,,,,,,,,,,,,,,,[ 181.18943169   70.11195043],,,,,,,,,,[ 170.53197879   29.00407282],,[ 174.70970631   28.86413241],,,,,,,,[ 89.49478367  72.1480044 ],,,,,,,,,,,,,,,,,[ 99.52378728  48.5956906 ],,,,,,,,,,,,[ 182.2670327   27.7311768],,,,,,,,,
703,,,[ 102.82845351   45.98619689],,,[ 177.41797901   68.7939528 ],,,,,,,,,,,,,,,,,,,[ 179.45177845   29.79228208],,,,,,,,,,,,,,,,,[ 181.4577231    70.18166772],,,,,,,,,,[ 170.53197879   28.71305382],,[ 175.04317046   28.81318205],,,,,,,,[ 89.6440808   72.15185756],,,,,,,,,,,,,,,,,[ 99.67382037  48.56045704],,,,,,,,,,,,[ 182.5632031    27.68556155],,,,,,,,,
704,,,[ 102.98829578   45.95167566],,,[ 177.65287009   68.85850616],,,,,,,,,,,,,,,,,,,[ 179.84283946   29.79228208],,,,,,,,,,,,,,,,,[ 181.72601452   70.251385  ],,,,,,,,,,[ 170.89748678   28.66699878],,[ 175.37663461   28.76223168],,,,,,,,[ 89.79337793  72.15571072],,,,,,,,,,,,,,,,,[ 99.82385346  48.52522349],,,,,,,,,,,,[ 182.85937351   27.6399463 ],,,,,,,,,
705,,,[ 103.14813806   45.91715443],,,[ 177.88776117   68.92305951],,,,,,,,,,,,,,,,,,,[ 179.45177845   29.40122107],,,,,,,,,,,,,,,,,[ 181.99430594   70.32110229],,,,,,,,,,[ 171.26299476   28.62094374],,[ 175.71009877   28.71128132],,,,,,,,[ 89.94267507  72.15956389],,,,,,,,,,,,,,,,,[ 99.97388656  48.48998993],,,,,,,,,,,,[ 183.15554391   27.59433105],,,,,,,,,
706,,,[ 103.30798033   45.8826332 ],,,[ 178.45545472   69.07907446],,,,,,,,,,,,,,,,,,,[ 179.45177845   29.01016006],,,,,,,,,,,,,,,,,[ 182.26259735   70.39081957],,,,,,,,,,[ 171.62850275   28.57488871],,[ 175.71009877   28.43945921],,,,,,,,[ 90.0919722   72.16341705],,,,,,,,,,,,,,,,,[ 100.12391965   48.45475637],,,,,,,,,,,,[ 183.45171432   27.5487158 ],,,,,,,,,
707,,,[ 103.46782261   45.84811197],,,[ 178.6903458    69.14362781],,,,,,,,,,,,,,,,,,,[ 179.45177845   28.61909905],,,,,,,,,,,,,,,,,[ 182.53088877   70.46053685],,,,,,,,,,[ 171.91952175   28.86590771],,[ 175.43827666   28.71128132],,,,,,,,[ 90.24126933  72.16727022],,,,,,,,,,,,,,,,,[ 100.27395274   48.41952281],,,,,,,,,,,,[ 183.74788472   27.50310055],,,,,,,,,
708,,,[ 103.62766488   45.81359074],,,[ 178.92523689   69.20818117],,,,,,,,,,,,,,,,,,,[ 179.84283946   29.01016006],,,,,,,,,,,,,,,,,[ 182.79918019   70.53025414],,,,,,,,,,[ 172.21054076   28.86590771],,[ 175.16645455   28.43945921],,,,,,,,[ 90.39056646  72.17112338],,,,,,,,,,,,,,,,,[ 100.42398584   48.38428925],,,,,,,,,,,,[ 184.04405513   27.4574853 ],,,,,,,,,
709,,,[ 103.78750716   45.77906951],,,[ 179.16012797   69.27273452],,,,,,,,,,,,,,,,,,,[ 180.30411494   28.91839175],,,,,,,,,,,,,,,,,[ 183.0674716    70.59997142],,,,,,,,,,[ 172.50155976   28.57488871],,[ 175.50410438   28.39269453],,,,,,,,[ 90.53986359  72.17497655],,,,,,,,,,,,,,,,,[ 100.57401893   48.3490557 ],,,,,,,,,,,,[ 184.34022553   27.41187005],,,,,,,,,
710,,,[ 103.94734943   45.74454827],,,[ 179.39501905   69.33728787],,,,,,,,,,,,,,,,,,,[ 179.91305393   29.30945276],,,,,,,,,,,,,,,,,[ 183.33576302   70.66968871],,,,,,,,,,[ 172.79257877   28.86590771],,[ 175.84175421   28.34592985],,,,,,,,[ 90.68916072  72.17882971],,,,,,,,,,,,,,,,,[ 100.72405202   48.31382214],,,,,,,,,,,,[ 184.63639594   27.3662548 ],,,,,,,,,
711,,,[ 104.10719171   45.71002704],,,[ 179.62991014   69.40184122],,,,,,,,,,,,,,,,,,,[ 180.36840641   29.21176146],,,,,,,,,,,,,,,,,[ 183.60405444   70.73940599],,,,,,,,,,[ 173.08359777   28.57488871],,[ 175.5699321    28.61775196],,,,,,,,[ 90.83845785  72.18268287],,,,,,,,,,,,,,,,,[ 100.87408512   48.27858858],,,,,,,,,,,,[ 184.93256634   27.32063955],,,,,,,,,
712,,,[ 104.26703398   45.67550581],,,[ 179.86480122   69.46639457],,,,,,,,,,,,,,,,,,,[ 180.82375889   29.11407015],,,,,,,,,,,,,,,,,[ 183.87234585   70.80912328],,,,,,,,,,[ 173.37461678   28.2838697 ],,[ 175.90476286   28.5681682 ],,,,,,,,[ 90.98775499  72.18653604],,,,,,,,,,,,,,,,,[ 101.02411821   48.24335502],,,,,,,,,,,,[ 185.22873675   27.2750243 ],,,,,,,,,
713,,,[ 104.42687626   45.64098458],,,[ 180.0996923    69.53094792],,,,,,,,,,,,,,,,,,,[ 181.27911137   29.01637884],,,,,,,,,,,,,,,,,[ 184.14063727   70.87884056],,,,,,,,,,[ 173.37461678   28.57488871],,[ 176.23959361   28.51858444],,,,,,,,[ 91.13705212  72.1903892 ],,,,,,,,,,,,,,,,,[ 101.17415131   48.20812147],,,,,,,,,,,,[ 185.52490715   27.22940905],,,,,,,,,
714,,,[ 104.58671853   45.60646335],,,[ 180.33458338   69.59550128],,,,,,,,,,,,,,,,,,,[ 181.73446385   28.91868754],,,,,,,,,,,,,,,,,[ 184.40892869   70.94855785],,,,,,,,,,[ 173.66563578   28.86590771],,[ 176.57442437   28.46900068],,,,,,,,[ 91.28634925  72.19424237],,,,,,,,,,,,,,,,,[ 101.3241844    48.17288791],,,,,,,,,,,,[ 185.82107756   27.1837938 ],,,,,,,,,
715,,,[ 104.74656081   45.57194212],,,[ 180.56947447   69.66005463],,,,,,,,,,,,,,,,,,,[ 181.73446385   29.30974855],,,,,,,,,,,,,,,,,[ 184.6772201    71.01827513],,,,,,,,,,[ 173.37461678   28.86590771],,[ 176.90925512   28.41941692],,,,,,,,[ 91.43564638  72.19809553],,,,,,,,,,,,,,,,,[ 101.47421749   48.13765435],,,,,,,,,,,,[ 186.11724796   27.13817855],,,,,,,,,
716,,,[ 104.90640308   45.53742088],,,[ 181.13716802   69.81606958],,,,,,,,,,,,,,,,,,,[ 182.18192847   29.20416939],,,,,,,,,,,,,,,,,[ 184.94551152   71.08799242],,,,,,,,,,[ 173.66563578   28.86590771],,[ 177.24408588   28.36983316],,,,,,,,[ 91.58494351  72.2019487 ],,,,,,,,,,,,,,,,,[ 101.62425059   48.10242079],,,,,,,,,,,,[ 186.41341837   27.0925633 ],,,,,,,,,
717,,,[ 105.06624535   45.50289965],,,[ 181.3720591    69.88062293],,,,,,,,,,,,,,,,,,,[ 182.6293931    29.09859022],,,,,,,,,,,,,,,,,[ 185.21380294   71.1577097 ],,,,,,,,,,[ 173.66563578   28.86590771],,[ 177.57891664   28.3202494 ],,,,,,,,[ 91.73424064  72.20580186],,,,,,,,,,,,,,,,,[ 102.11786225   47.98650173],,,,,,,,,,,,[ 186.70958877   27.04694805],,,,,,,,,
718,,,[ 105.22608763   45.46837842],,,[ 181.60695018   69.94517629],,,,,,,,,,,,,,,,,,,[ 183.07685772   28.99301106],,,,,,,,,,,,,,,,,[ 185.48209435   71.22742698],,,,,,,,,,[ 173.66563578   28.86590771],,[ 177.91374739   28.27066564],,,,,,,,[ 91.88353778  72.20965503],,,,,,,,,,,,,,,,,[ 102.26789534   47.95126817],,,,,,,,,,,,[ 187.00575918   27.0013328 ],,,,,,,,,
719,,,[ 105.3859299    45.43385719],,,[ 181.84184127   70.00972964],,,,,,,,,,,,,,,,,,,[ 183.46791873   29.38407207],,,,,,,,,,,,,,,,,[ 185.75038577   71.29714427],,,,,,,,,,[ 173.95665479   29.15692671],,[ 178.24857815   28.22108188],,,,,,,,[ 92.03283491  72.21350819],,,,,,,,,,,,,,,,,[ 102.41792844   47.91603462],,,,,,,,,,,,[ 187.30192958   26.95571755],,,,,,,,,
720,,,[ 105.54577218   45.39933596],,,[ 182.07673235   70.07428299],,,,,,,,,,,,,,,,,,,[ 183.90504331   29.26815287],,,,,,,,,,,,,,,,,[ 186.01867719   71.36686155],,,,,,,,,,[ 174.31156808   29.10027698],,[ 178.5834089    28.17149812],,,,,,,,[ 92.18213204  72.21736135],,,,,,,,,,,,,,,,,[ 102.56796153   47.88080106],,,,,,,,,,,,[ 187.59809999   26.9101023 ],,,,,,,,,
721,,,[ 105.70561445   45.36481473],,,[ 182.31162343   70.13883634],,,,,,,,,,,,,,,,,,,[ 183.5139823    28.87709186],,,,,,,,,,,,,,,,,[ 186.2869686    71.43657884],,,,,,,,,,[ 174.66648137   29.04362725],,[ 178.91823966   28.12191436],,,,,,,,[ 92.33142917  72.22121452],,,,,,,,,,,,,,,,,[ 102.71799462   47.8455675 ],,,,,,,,,,,,[ 187.89427039   26.86448705],,,,,,,,,
